part,spec,young_band,term,coef,se,t,var_post,var_interim,cov_post_interim,n_obs,n_firms,status
M,sex_month_of_year_indcl,22-25,m01_x_high_x_female,0.0062832699143949,0.0027351587250798,2.2972231398423073,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m01_x_high_x_young_x_female,-0.0021040062444421,0.0367487138204904,-0.05725387437284799,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m02_x_high_x_young,-0.166937748672743,0.0266791670482323,-6.257232408003679,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m02_x_high_x_female,0.0051390216040338,0.0026287281684525,1.9549459946857415,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m02_x_high_x_young_x_female,-0.0243035597012937,0.0152813595255235,-1.5904055958307233,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m03_x_high_x_young,-0.16701471936999,0.0265061601088356,-6.300977534438006,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m03_x_high_x_female,0.0096295250552727,0.0028620663057833,3.364535977316311,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m03_x_high_x_young_x_female,-0.0323535983499087,0.0144279314230353,-2.2424280654850977,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m04_x_high_x_young,-0.14883775435943,0.0272084630714391,-5.470274229332195,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m04_x_high_x_female,0.0065894081645555,0.0027573821912161,2.389733344019802,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m04_x_high_x_young_x_female,-0.0190837906789828,0.0158251886167262,-1.2059123680088382,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m05_x_high_x_young,-0.156803206109061,0.0265022238004032,-5.916605613551397,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m05_x_high_x_female,0.0049562595178009,0.0025236075000326,1.9639581502816406,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m05_x_high_x_young_x_female,-0.019669250410385,0.0132620182476707,-1.4831264776641102,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m06_x_high_x_young,-0.130706403792998,0.0253877295282475,-5.148408550972166,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m06_x_high_x_female,0.0014908089635667,0.0022521068654697,0.6619619106111009,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m06_x_high_x_young_x_female,-0.0355824522498618,0.0141667962930902,-2.511679529634869,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m07_x_high_x_young,-0.11689192545303,0.0357370912730241,-3.2708852704323217,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m07_x_high_x_female,0.0077535622922089,0.0022346896896837,3.469637116957543,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m07_x_high_x_young_x_female,-0.0661817868096607,0.0149734263079997,-4.419949412266613,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m08_x_high_x_young,-0.111914651897022,0.0395954293684514,-2.826453802422778,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m08_x_high_x_female,0.0068540859303796,0.0031682159427494,2.1633897607470454,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m08_x_high_x_young_x_female,-0.0712360934786094,0.0227187978962651,-3.135557339075603,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m09_x_high_x_young,-0.07344032734109,0.0260303120018518,-2.8213387275521495,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m09_x_high_x_female,0.008831698445926,0.0020516982804022,4.304579542853006,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m09_x_high_x_young_x_female,-0.0704092069312135,0.0179933029896093,-3.9130784921408326,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m10_x_high_x_young,-0.04333692188365,0.0099492419734775,-4.355801376544741,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m10_x_high_x_female,0.0048705505447521,0.0025110731211749,1.9396291185950132,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m10_x_high_x_young_x_female,-0.0273076662319356,0.0087145384856352,-3.133575722563942,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m11_x_high_x_young,-0.0168467539058217,0.0050634319018625,-3.3271413998132178,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m11_x_high_x_female,0.0049872291403853,0.0015209142685949,3.2790994491706376,,,,38398914,104217,ok
M,sex_month_of_year_indcl,22-25,m11_x_high_x_young_x_female,-0.0102007663554777,0.0039694275798131,-2.569833093152943,,,,38398914,104217,ok
