part,spec,young_band,term,coef,se,t,var_post,var_interim,cov_post_interim,n_obs,n_firms,status
P,drift_indcl,22-25,q1_x_hy,-0.156960681269528,0.0337970669887595,-4.6442101417182515,,,,13899544,100631,ok
P,drift_indcl,22-25,q1_x_hf,0.0057438736285874,0.0025314709436881,2.26898659173198,,,,13899544,100631,ok
P,drift_indcl,22-25,q1_x_hyf,0.0029192314738804,0.0252354251338143,0.11567990071103519,,,,13899544,100631,ok
P,drift_indcl,22-25,q2_x_hy,-0.135176617228038,0.0245666689609625,-5.502439807482223,,,,13899544,100631,ok
P,drift_indcl,22-25,q2_x_hf,0.0044440933374528,0.0020721871581144,2.14463897242599,,,,13899544,100631,ok
P,drift_indcl,22-25,q2_x_hyf,0.0028619177087428,0.0134917167481789,0.21212405820253372,,,,13899544,100631,ok
P,drift_indcl,22-25,q3_x_hy,-0.0816345571446264,0.0296896865076629,-2.7495930993935063,,,,13899544,100631,ok
P,drift_indcl,22-25,q3_x_hf,0.0051712329365461,0.0024847022317006,2.0812284347677195,,,,13899544,100631,ok
P,drift_indcl,22-25,q3_x_hyf,-0.0537943726088785,0.0158914744469519,-3.3851089644609194,,,,13899544,100631,ok
P,drift_indcl,22-25,rbw_x_hy,0.0122690700125292,0.0105796213435411,1.1596889542761863,,,,13899544,100631,ok
P,drift_indcl,22-25,rbw_x_hf,-0.0011529093937832,0.0017559098570293,-0.6565880299423378,,,,13899544,100631,ok
P,drift_indcl,22-25,rbw_x_hyf,-0.0186557018188289,0.0091571554179891,-2.037281335443979,,,,13899544,100631,ok
P,drift_indcl,22-25,trend_x_hy,-0.0003113881423452,0.0013257539521847,-0.23487626933494393,,,,13899544,100631,ok
P,drift_indcl,22-25,trend_x_hf,0.0012378364797381,0.000356897620082,3.468323715506137,,,,13899544,100631,ok
P,drift_indcl,22-25,trend_x_hyf,0.0013683266966725,0.0011186980839094,1.223142075912697,,,,13899544,100631,ok
I,base_industry_sample,22-25,hy_post,-0.0171055203513189,0.0178904629234498,-0.9561250832083255,,,,38254086,103728,ok
I,base_industry_sample,22-25,hy_interim,-0.0111968110226628,0.0109034914202191,-1.0269014383686106,,,,38254086,103728,ok
I,base_industry_sample,22-25,hy_tau,-0.0059087093286561004,0.012038685906983369,-0.4908101577123623,0.0003200686636153,0.0001188861251507,0.0001470124151995,38254086,103728,derived
I,base_industry_sample,22-25,hyf_post,-0.0859500280969378,0.0142027968607343,-6.051626939378339,,,,38254086,103728,ok
I,base_industry_sample,22-25,hyf_interim,-0.0143381042586219,0.0090842213781757,-1.5783525810003198,,,,38254086,103728,ok
I,base_industry_sample,22-25,hyf_tau,-0.0716119238383159,0.010877576417075709,-6.5834447943660415,0.0002017194386672,8.25230780477058e-05,8.29604240027921e-05,38254086,103728,derived
I,industry_age_sex_month,22-25,hy_post,-0.0132293880245817,0.0164252095713484,-0.8054319165375285,,,,38254086,103728,ok
I,industry_age_sex_month,22-25,hy_interim,-0.006393971640019,0.0101760172701167,-0.6283373416430603,,,,38254086,103728,ok
I,industry_age_sex_month,22-25,hy_tau,-0.0068354163845627,0.0128495217970242,-0.5319588146965674,0.0002697875094627,0.0001035513274817,0.0001041143132661,38254086,103728,derived
I,industry_age_sex_month,22-25,hyf_post,-0.0515359503774897,0.0193614272531262,-2.6617846764973603,,,,38254086,103728,ok
I,industry_age_sex_month,22-25,hyf_interim,-0.0048654593873484,0.0131398474676931,-0.3702827905202925,,,,38254086,103728,ok
I,industry_age_sex_month,22-25,hyf_tau,-0.046670490990141304,0.014059044634903184,-3.3196061469409153,0.000374864865278,0.0001726555914742,0.000174931860353,38254086,103728,derived
