part,spec,cohorts,term,coef,se,t,var_post,var_interim,cov_post_interim,n_obs,n_firms,young_person_months_interim,young_person_months_later,status
paths,ref,,2024-11,3928048.0,,,,,,,,,,national_person_months
paths,ref,,2024-12,3983975.0,,,,,,,,,,national_person_months
paths,ref,,2025-01,3912635.0,,,,,,,,,,national_person_months
paths,ref,,2025-02,3889184.0,,,,,,,,,,national_person_months
paths,ref,,2025-03,3906568.0,,,,,,,,,,national_person_months
paths,ref,,2025-04,3911834.0,,,,,,,,,,national_person_months
paths,ref,,2025-05,3927637.0,,,,,,,,,,national_person_months
paths,ref,,2025-06,4024401.0,,,,,,,,,,national_person_months
C,gradient_nc,"never covered, born 1994-1997",gradient,0.05363121512923601,0.006758807652195961,7.935011305109568,0.0001302013050702,3.99559587000991e-05,6.22378914454582e-05,18035460.0,128286.0,5186029.0,7047912.0,derived
C,gradient_ec,"ever covered, born 1998-2003",gradient,0.21546609966194802,0.013920197683251485,15.478666651493944,0.0005237307746644,0.0001316829636506,0.0002308209173871,18035460.0,128286.0,6468579.0,8808832.0,derived
C,difference,1998-2003 minus 1994-1997,ec_minus_nc,0.161834884532712,0.011337037599124637,14.274882932840208,,,,18035460.0,128286.0,,,derived
D,class_nc,"nc, 0 months eligible",gradient,0.05354925828262182,0.006770484991070431,7.909220440374323,0.0001306333714157,4.00792049339656e-05,6.24365546676778e-05,25237980.0,128286.0,5186029.0,7047912.0,derived
D,class_e1998,"e1998, 12 months eligible",gradient,0.173867772504473,0.014338489569619946,12.125947552583218,0.0005817998178539,0.0001538816160256,0.0002650445753707,25237980.0,128286.0,1148691.0,1588001.0,derived
D,class_e1999,"e1999, 24 months eligible",gradient,0.21258810865521902,0.017213923375392955,12.349776632508457,0.0007817131353439,0.0001889194508282,0.0003371567140991,25237980.0,128286.0,1163163.0,1611535.0,derived
D,class_e2000_02,"e2000_02, 27 months eligible",gradient,0.24422180382937603,0.01600584637543732,15.258287384549714,0.000753984432385,0.0002290424688311,0.000363419891511,25237980.0,128286.0,3108669.0,4232180.0,derived
D,class_e2003,"e2003, 15 months eligible",gradient,0.22554991697086008,0.02706923397474151,8.33233467859941,0.0021857267213681,0.0010424983232008,0.0012477408082948,25237980.0,128286.0,1048056.0,1377116.0,derived
D,dose_linear,born 1994-2003,gradient_at_zero_dose,0.05915262946110701,0.006947053751009559,8.514779297988134,0.0001362391196621,4.09658993335214e-05,6.44717315881027e-05,25237980.0,128286.0,,,derived
D,dose_linear,born 1994-2003,gradient_per_year_eligible,0.08515299110064048,0.0060709827950794345,14.026228367778847,0.0001013656069753,2.80509272523603e-05,4.62798510647549e-05,25237980.0,128286.0,,,derived
