period,coef,se,pvalue,n_obs,n_emp_total,converged,elapsed_s,status,spec,engine,age_group
2020H2,0.0158398552673726,0.0017809318499148,6.02469954780462e-19,16574766,43996197,True,23.3607239723206,ok,EDU_QUARTILE,ols,35-40
2021H1,0.0141925032144737,0.0014478364470233,1.1354876371563499e-22,16574766,43996197,True,23.3607239723206,ok,EDU_QUARTILE,ols,35-40
2021H2,0.0068968010498569,0.001249497717184,3.40867648711917e-08,16574766,43996197,True,23.3607239723206,ok,EDU_QUARTILE,ols,35-40
2022H1,0.0,0.0,,16574766,43996197,True,23.3607239723206,reference,EDU_QUARTILE,ols,35-40
2022H2,-0.0060945750412892,0.0008118662854299,6.12774177519413e-14,16574766,43996197,True,23.3607239723206,ok,EDU_QUARTILE,ols,35-40
2023H1,-0.0029386659194558,0.0015024936341683,0.0504857482672421,16574766,43996197,True,23.3607239723206,ok,EDU_QUARTILE,ols,35-40
2023H2,-0.0044043574300942,0.0016176489822712,0.0064768844894949,16574766,43996197,True,23.3607239723206,ok,EDU_QUARTILE,ols,35-40
2024H1,0.005147402636502,0.0019020815850358,0.0068075784413602,16574766,43996197,True,23.3607239723206,ok,EDU_QUARTILE,ols,35-40
2024H2,0.003322229781454,0.0019457679544025,0.0877497542566333,16574766,43996197,True,23.3607239723206,ok,EDU_QUARTILE,ols,35-40
2025H1,0.0193773161625916,0.0021273391448225,8.55056191301497e-20,16574766,43996197,True,23.3607239723206,ok,EDU_QUARTILE,ols,35-40
2019H1,-0.0382586353866835,0.0018114573192472,9.62000700321645e-99,19236360,64184173,True,27.2854061126709,ok,EDU_QUARTILE,ols,41-49
2019H2,-0.0391339772012402,0.0017707955008551,6.70104575600419e-108,19236360,64184173,True,27.2854061126709,ok,EDU_QUARTILE,ols,41-49
2020H1,-0.0195092349376833,0.0015893004441546,1.31970515336724e-34,19236360,64184173,True,27.2854061126709,ok,EDU_QUARTILE,ols,41-49
2020H2,-0.019294647885335,0.0015191814084987,6.36242788312372e-37,19236360,64184173,True,27.2854061126709,ok,EDU_QUARTILE,ols,41-49
2021H1,-0.0033318103058561,0.001238143562456,0.0071258833403117,19236360,64184173,True,27.2854061126709,ok,EDU_QUARTILE,ols,41-49
2021H2,-0.0104313410289559,0.0010401983309988,1.1830107274502901e-23,19236360,64184173,True,27.2854061126709,ok,EDU_QUARTILE,ols,41-49
2022H1,0.0,0.0,,19236360,64184173,True,27.2854061126709,reference,EDU_QUARTILE,ols,41-49
2022H2,-0.0047466268602654,0.0007102846743744,2.36090738191467e-11,19236360,64184173,True,27.2854061126709,ok,EDU_QUARTILE,ols,41-49
2023H1,0.0070584032295116,0.0012719817026781,2.87984502765945e-08,19236360,64184173,True,27.2854061126709,ok,EDU_QUARTILE,ols,41-49
2023H2,0.0050340804456806,0.0013919830642005,0.0002988182588703,19236360,64184173,True,27.2854061126709,ok,EDU_QUARTILE,ols,41-49
2024H1,0.021570048847802,0.0016296550250498,5.99181918883532e-40,19236360,64184173,True,27.2854061126709,ok,EDU_QUARTILE,ols,41-49
2024H2,0.0202685525300849,0.0016850777081839,2.69674510748821e-33,19236360,64184173,True,27.2854061126709,ok,EDU_QUARTILE,ols,41-49
2025H1,0.0371359015612851,0.0018424286169066,3.99589727252346e-90,19236360,64184173,True,27.2854061126709,ok,EDU_QUARTILE,ols,41-49
2019H1,-0.0157203368627728,0.0014969592493054,8.80346507532189e-26,21713094,95198179,True,31.6451539993286,ok,EDU_QUARTILE,ols,50+
2019H2,-0.0155995436092962,0.0014416523537001,2.86024065011565e-27,21713094,95198179,True,31.6451539993286,ok,EDU_QUARTILE,ols,50+
2020H1,-0.0071665258465844,0.0013020816766115,3.72511215462549e-08,21713094,95198179,True,31.6451539993286,ok,EDU_QUARTILE,ols,50+
2020H2,-0.0044217962693225,0.0012223535265873,0.0002976915779001,21713094,95198179,True,31.6451539993286,ok,EDU_QUARTILE,ols,50+
2021H1,0.0004484849461085,0.001007990859995,0.656371737855796,21713094,95198179,True,31.6451539993286,ok,EDU_QUARTILE,ols,50+
2021H2,-0.0029101358357067,0.0008181890935395,0.000375594463249,21713094,95198179,True,31.6451539993286,ok,EDU_QUARTILE,ols,50+
2022H1,0.0,0.0,,21713094,95198179,True,31.6451539993286,reference,EDU_QUARTILE,ols,50+
2022H2,-4.65788382673776e-05,0.0006412697533306,0.942096478421234,21713094,95198179,True,31.6451539993286,ok,EDU_QUARTILE,ols,50+
2023H1,0.0069501540106451,0.0010206334058055,9.8460377786137e-12,21713094,95198179,True,31.6451539993286,ok,EDU_QUARTILE,ols,50+
2023H2,0.0071768906254365,0.0011555273979304,5.29081757075441e-10,21713094,95198179,True,31.6451539993286,ok,EDU_QUARTILE,ols,50+
2024H1,0.019715987176698,0.0013302325332969,1.22142249559674e-49,21713094,95198179,True,31.6451539993286,ok,EDU_QUARTILE,ols,50+
2024H2,0.0213145327594452,0.0014047997812132,6.24130954574828e-52,21713094,95198179,True,31.6451539993286,ok,EDU_QUARTILE,ols,50+
2025H1,0.0359177509985513,0.0015217287385381,8.582800361484039e-123,21713094,95198179,True,31.6451539993286,ok,EDU_QUARTILE,ols,50+
2019H1,2.36744352277992,0.0314449702998413,0.0,6241794,18869394,True,30.6238949298859,ok,EDU_QUARTILE,poisson,22-25
2019H2,2.39937553118232,0.0276850120141816,0.0,6241794,18869394,True,30.6238949298859,ok,EDU_QUARTILE,poisson,22-25
2020H1,1.80781316441261,0.0264923201198736,0.0,6241794,18869394,True,30.6238949298859,ok,EDU_QUARTILE,poisson,22-25
2020H2,1.81380063433849,0.0246635624642952,0.0,6241794,18869394,True,30.6238949298859,ok,EDU_QUARTILE,poisson,22-25
2021H1,1.0864979973945,0.021234415525816,0.0,6241794,18869394,True,30.6238949298859,ok,EDU_QUARTILE,poisson,22-25
2021H2,0.965476043922096,0.017830277239986,0.0,6241794,18869394,True,30.6238949298859,ok,EDU_QUARTILE,poisson,22-25
2022H1,0.0,0.0,,6241794,18869394,True,30.6238949298859,reference,EDU_QUARTILE,poisson,22-25
2022H2,-0.242496643292847,0.0144048066956699,1.36507149268181e-63,6241794,18869394,True,30.6238949298859,ok,EDU_QUARTILE,poisson,22-25
2023H1,0.058158939813409,0.0203390515167156,0.0042434743692452,6241794,18869394,True,30.6238949298859,ok,EDU_QUARTILE,poisson,22-25
2023H2,-0.133621822966861,0.0237500788350404,1.84261872591274e-08,6241794,18869394,True,30.6238949298859,ok,EDU_QUARTILE,poisson,22-25
2024H1,0.146602477264039,0.0252398450132352,6.308221231007511e-09,6241794,18869394,True,30.6238949298859,ok,EDU_QUARTILE,poisson,22-25
2024H2,-0.0116267872499256,0.0284848184430365,0.683145291522437,6241794,18869394,True,30.6238949298859,ok,EDU_QUARTILE,poisson,22-25
2025H1,0.404594995847809,0.0264133783383625,5.81476455728368e-53,6241794,18869394,True,30.6238949298859,ok,EDU_QUARTILE,poisson,22-25
2019H1,0.619248539094888,0.0145537402255596,0.0,13950690,35090116,True,64.8418869972229,ok,EDU_QUARTILE,poisson,26-30
2019H2,0.609373321922269,0.0133414582676303,0.0,13950690,35090116,True,64.8418869972229,ok,EDU_QUARTILE,poisson,26-30
2020H1,0.499874403776791,0.0121070508689249,0.0,13950690,35090116,True,64.8418869972229,ok,EDU_QUARTILE,poisson,26-30
2020H2,0.485734683757962,0.0107195822587644,0.0,13950690,35090116,True,64.8418869972229,ok,EDU_QUARTILE,poisson,26-30
2021H1,0.323839671879721,0.0083763676819301,0.0,13950690,35090116,True,64.8418869972229,ok,EDU_QUARTILE,poisson,26-30
2021H2,0.26993000350375,0.0059455196950261,0.0,13950690,35090116,True,64.8418869972229,ok,EDU_QUARTILE,poisson,26-30
2022H1,0.0,0.0,,13950690,35090116,True,64.8418869972229,reference,EDU_QUARTILE,poisson,26-30
2022H2,-0.0846365040745305,0.0042175836782552,1.41871173232371e-89,13950690,35090116,True,64.8418869972229,ok,EDU_QUARTILE,poisson,26-30
2023H1,0.0218578073321984,0.005177022613735,2.42057393312265e-05,13950690,35090116,True,64.8418869972229,ok,EDU_QUARTILE,poisson,26-30
2023H2,-0.0279283445917117,0.0061651034111266,5.89643922708189e-06,13950690,35090116,True,64.8418869972229,ok,EDU_QUARTILE,poisson,26-30
2024H1,0.12802861270199,0.0070657154234884,2.22824349930168e-73,13950690,35090116,True,64.8418869972229,ok,EDU_QUARTILE,poisson,26-30
2024H2,0.0861653718143259,0.0073874547787019,1.95266327022826e-31,13950690,35090116,True,64.8418869972229,ok,EDU_QUARTILE,poisson,26-30
2025H1,0.216343708173419,0.009775663589232,1.59554653789859e-108,13950690,35090116,True,64.8418869972229,ok,EDU_QUARTILE,poisson,26-30
2019H1,0.150559731642485,0.0086057704861146,1.5584662791617101e-68,13710762,30953508,True,61.8106729984283,ok,EDU_QUARTILE,poisson,31-34
2019H2,0.144608742023394,0.0079941604389216,3.8699243524134104e-73,13710762,30953508,True,61.8106729984283,ok,EDU_QUARTILE,poisson,31-34
2020H1,0.125192384883858,0.0063778411515263,8.69499377391222e-86,13710762,30953508,True,61.8106729984283,ok,EDU_QUARTILE,poisson,31-34
2020H2,0.116832465738167,0.0057878820965516,1.30755855863538e-90,13710762,30953508,True,61.8106729984283,ok,EDU_QUARTILE,poisson,31-34
2021H1,0.0863699624048835,0.0041018772686229,2.0062297383207603e-98,13710762,30953508,True,61.8106729984283,ok,EDU_QUARTILE,poisson,31-34
2021H2,0.0657894775088629,0.0034931545489891,3.98847196852052e-79,13710762,30953508,True,61.8106729984283,ok,EDU_QUARTILE,poisson,31-34
2022H1,0.0,0.0,,13710762,30953508,True,61.8106729984283,reference,EDU_QUARTILE,poisson,31-34
2022H2,-0.0283092490383751,0.0022436136155943,1.6867069341891e-36,13710762,30953508,True,61.8106729984283,ok,EDU_QUARTILE,poisson,31-34
2023H1,-0.0022090760091433,0.0039960775831468,0.580392772971611,13710762,30953508,True,61.8106729984283,ok,EDU_QUARTILE,poisson,31-34
2023H2,-0.0175465817129024,0.0043632521726959,5.78420412805795e-05,13710762,30953508,True,61.8106729984283,ok,EDU_QUARTILE,poisson,31-34
2024H1,0.0247281802593854,0.0053962668169985,4.59536237228131e-06,13710762,30953508,True,61.8106729984283,ok,EDU_QUARTILE,poisson,31-34
2024H2,0.0146073281722552,0.0056676562157753,0.0099571531818744,13710762,30953508,True,61.8106729984283,ok,EDU_QUARTILE,poisson,31-34
2025H1,0.0948663246935705,0.0073844889547415,8.97565965808178e-38,13710762,30953508,True,61.8106729984283,ok,EDU_QUARTILE,poisson,31-34
2019H1,0.0880026443066431,0.0067989114482398,2.55252069955393e-38,16574766,43996197,True,75.0378232002258,ok,EDU_QUARTILE,poisson,35-40
2019H2,0.0861563571179648,0.0063963484787147,2.36090981729121e-41,16574766,43996197,True,75.0378232002258,ok,EDU_QUARTILE,poisson,35-40
2020H1,0.0712502518553485,0.0054315640367249,2.60333270949278e-39,16574766,43996197,True,75.0378232002258,ok,EDU_QUARTILE,poisson,35-40
2020H2,0.0688798413155405,0.0049780083488568,1.52803704479729e-43,16574766,43996197,True,75.0378232002258,ok,EDU_QUARTILE,poisson,35-40
2021H1,0.0477125578238948,0.0035112567118151,4.68866305154735e-42,16574766,43996197,True,75.0378232002258,ok,EDU_QUARTILE,poisson,35-40
2021H2,0.0371581214853714,0.0028892706616918,7.48690856770513e-38,16574766,43996197,True,75.0378232002258,ok,EDU_QUARTILE,poisson,35-40
2022H1,0.0,0.0,,16574766,43996197,True,75.0378232002258,reference,EDU_QUARTILE,poisson,35-40
2022H2,-0.0154065280992363,0.0016405644405297,5.9437589724256005e-21,16574766,43996197,True,75.0378232002258,ok,EDU_QUARTILE,poisson,35-40
2023H1,-0.0184850752709431,0.0031535833677166,4.584011174294e-09,16574766,43996197,True,75.0378232002258,ok,EDU_QUARTILE,poisson,35-40
2023H2,-0.0232661071461248,0.0036412811520641,1.6638683390359102e-10,16574766,43996197,True,75.0378232002258,ok,EDU_QUARTILE,poisson,35-40
2024H1,-0.0076293359586097,0.004969300712471,0.124711706820564,16574766,43996197,True,75.0378232002258,ok,EDU_QUARTILE,poisson,35-40
2024H2,-0.0111512022065243,0.0051935284984969,0.0317826061973846,16574766,43996197,True,75.0378232002258,ok,EDU_QUARTILE,poisson,35-40
2025H1,0.0184819027844495,0.0067497511224757,0.0061783890650799,16574766,43996197,True,75.0378232002258,ok,EDU_QUARTILE,poisson,35-40
2019H1,-0.0939750050002631,0.0054987332130253,1.75267256672247e-65,19236360,64184173,True,90.0501959323883,ok,EDU_QUARTILE,poisson,41-49
2019H2,-0.0946032641180458,0.005229008084062,3.6840527031423804e-73,19236360,64184173,True,90.0501959323883,ok,EDU_QUARTILE,poisson,41-49
2020H1,-0.0540507143023665,0.0041581361084621,1.24303596018211e-38,19236360,64184173,True,90.0501959323883,ok,EDU_QUARTILE,poisson,41-49
2020H2,-0.0555592190311177,0.0039862182995416,3.7313105332667203e-44,19236360,64184173,True,90.0501959323883,ok,EDU_QUARTILE,poisson,41-49
2021H1,-0.0180069582829383,0.0024367208431622,1.47014163659695e-13,19236360,64184173,True,90.0501959323883,ok,EDU_QUARTILE,poisson,41-49
2021H2,-0.0240224989986019,0.0021525061489362,6.38144614693486e-29,19236360,64184173,True,90.0501959323883,ok,EDU_QUARTILE,poisson,41-49
2022H1,0.0,0.0,,19236360,64184173,True,90.0501959323883,reference,EDU_QUARTILE,poisson,41-49
2022H2,-0.0079103527589565,0.0010800154334749,2.40156015465904e-13,19236360,64184173,True,90.0501959323883,ok,EDU_QUARTILE,poisson,41-49
2023H1,0.0183772700610551,0.0020339591406491,1.63671578593881e-19,19236360,64184173,True,90.0501959323883,ok,EDU_QUARTILE,poisson,41-49
2023H2,0.0128459051717214,0.0023101436356152,2.68768421508236e-08,19236360,64184173,True,90.0501959323883,ok,EDU_QUARTILE,poisson,41-49
2024H1,0.0436649392526653,0.0031373827697642,4.95034109278287e-44,19236360,64184173,True,90.0501959323883,ok,EDU_QUARTILE,poisson,41-49
2024H2,0.0424775958677883,0.0033605051010023,1.26664391900571e-36,19236360,64184173,True,90.0501959323883,ok,EDU_QUARTILE,poisson,41-49
2025H1,0.071968916199374,0.004416620873922,1.0707231570551e-59,19236360,64184173,True,90.0501959323883,ok,EDU_QUARTILE,poisson,41-49
2019H1,-0.0929264728602173,0.0038763009073843,5.32301744361566e-127,21713094,95198179,True,102.654305934906,ok,EDU_QUARTILE,poisson,50+
2019H2,-0.0883609647367097,0.003259030830173,6.9846976291688e-162,21713094,95198179,True,102.654305934906,ok,EDU_QUARTILE,poisson,50+
2020H1,-0.0637775539952158,0.0028461714067507,3.2746859372078804e-111,21713094,95198179,True,102.654305934906,ok,EDU_QUARTILE,poisson,50+
2020H2,-0.0587410484410802,0.0025633892447443,3.2640463470588197e-116,21713094,95198179,True,102.654305934906,ok,EDU_QUARTILE,poisson,50+
2021H1,-0.0290965111696365,0.0017359598342351,4.70238285093282e-63,21713094,95198179,True,102.654305934906,ok,EDU_QUARTILE,poisson,50+
2021H2,-0.0227717163588167,0.0013284097943737,7.20185738180357e-66,21713094,95198179,True,102.654305934906,ok,EDU_QUARTILE,poisson,50+
2022H1,0.0,0.0,,21713094,95198179,True,102.654305934906,reference,EDU_QUARTILE,poisson,50+
2022H2,0.0050183257133477,0.0008922824536578,1.86429236670677e-08,21713094,95198179,True,102.654305934906,ok,EDU_QUARTILE,poisson,50+
2023H1,0.034764438796593,0.0016639616015477,6.25570045873287e-97,21713094,95198179,True,102.654305934906,ok,EDU_QUARTILE,poisson,50+
2023H2,0.0361240212436913,0.002117629282919,3.01138107591345e-65,21713094,95198179,True,102.654305934906,ok,EDU_QUARTILE,poisson,50+
2024H1,0.0695051824254039,0.0030985459540711,1.93776306689045e-111,21713094,95198179,True,102.654305934906,ok,EDU_QUARTILE,poisson,50+
2024H2,0.0735903549657473,0.0034471412619481,4.05013024379906e-101,21713094,95198179,True,102.654305934906,ok,EDU_QUARTILE,poisson,50+
2025H1,0.108622716688722,0.0046005416606342,2.98163986799254e-123,21713094,95198179,True,102.654305934906,ok,EDU_QUARTILE,poisson,50+
